Player,Year,Tm,G,PTS,TRB,AST,Team_PTS,Team_Opp_PTS,game_result,game_location
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,80,104,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,95,90,W,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,96,93,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,83,98,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,95,98,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,99,110,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,96,103,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,85,91,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,95,97,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,100,102,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,109,93,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,113,117,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,99,115,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,91,83,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,86,91,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,102,109,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,78,105,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,79,86,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,93,98,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,87,90,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,102,103,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,99,103,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,93,104,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,95,109,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,101,95,W,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,90,95,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,87,107,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,97,103,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,90,99,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,108,118,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,91,102,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,129,135,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,79,101,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,78,99,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,81,97,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,82,95,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,83,105,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,91,101,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,96,120,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,82,110,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,79,95,L,Neutral
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,99,92,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,98,91,W,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,113,106,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,71,76,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,100,92,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,82,103,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,92,80,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,97,108,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,88,92,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,92,106,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,83,89,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,87,111,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,83,101,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,94,115,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,121,115,W,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,103,98,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,86,124,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,82,105,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,86,92,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,78,106,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,82,87,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,101,94,W,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,94,125,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,89,102,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,104,100,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,92,95,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,89,106,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,80,111,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,92,96,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,98,100,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,87,101,L,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,101,91,W,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,86,102,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,91,99,L,Home
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,80,79,W,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,112,108,W,Away
Quincy Acy,2015.0,NYK,68.0,398.0,301.0,68.0,90,112,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,105,101,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,97,89,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,71,69,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,93,81,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,102,91,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,91,89,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,92,93,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,107,102,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,111,110,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,95,88,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,119,93,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,92,96,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,117,100,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,107,91,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,99,93,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,112,99,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,97,85,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,96,105,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,101,107,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,103,87,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,114,105,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,113,107,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,120,115,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,105,98,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,117,116,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,97,103,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,91,105,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,91,97,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,111,117,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,103,95,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,95,87,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,109,106,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,85,114,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,105,83,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,86,96,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,95,106,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,122,110,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,103,92,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,106,96,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,102,98,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,95,103,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,92,86,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,101,83,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,103,94,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,109,90,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,99,69,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,85,74,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,102,101,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,100,90,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,89,90,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,94,88,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,95,86,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,89,105,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,98,92,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,90,87,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,90,102,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,79,97,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,101,97,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,82,93,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,102,100,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,97,90,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,89,95,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,101,91,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,92,95,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,87,107,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,96,83,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,92,81,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,95,105,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,112,101,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,97,86,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,103,82,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,89,111,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,84,107,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,89,103,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,97,83,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,100,92,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,83,92,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,110,74,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,89,88,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,86,94,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,107,111,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,95,83,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,100,86,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,97,82,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,115,109,W,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,92,99,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,86,101,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,99,89,W,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,84,101,L,Home
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,78,98,L,Away
Jordan Adams,2015.0,MEM,30.0,94.0,28.0,16.0,95,108,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,89,106,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,90,93,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,102,91,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,85,116,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,88,100,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,89,91,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,101,93,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,78,85,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,109,94,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,89,96,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,65,69,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,81,98,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,100,107,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,92,94,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,86,91,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,97,82,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,105,78,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,104,112,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,103,91,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,96,94,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,114,101,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,103,94,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,111,92,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,112,88,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,104,92,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,109,114,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,104,103,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,99,101,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,111,115,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,114,106,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,98,75,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,107,112,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,137,134,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,109,102,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,91,117,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,83,104,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,99,94,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,101,112,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,127,115,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,127,99,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,94,86,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,105,103,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,93,103,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,98,108,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,92,84,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,92,100,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,74,85,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,104,97,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,113,116,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,131,108,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,124,114,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,105,89,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,104,89,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,110,103,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,119,94,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,105,92,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,113,117,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,112,115,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,108,101,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,123,118,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,105,108,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,108,104,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,108,120,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,113,99,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,109,100,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,115,119,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,122,118,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,123,115,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,93,75,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,127,117,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,91,130,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,89,94,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,109,97,W,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,131,135,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,88,113,L,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,116,103,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,104,116,L,Away
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,101,90,W,Home
Steven Adams,2015.0,OKC,70.0,537.0,523.0,66.0,138,113,W,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,101,105,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,97,91,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,105,106,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,98,91,W,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,103,112,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,92,102,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,101,113,L,Neutral
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,91,139,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,117,131,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,115,99,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,92,121,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,86,103,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,120,119,W,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,93,107,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,101,127,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,77,85,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,112,114,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,101,123,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,86,102,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,90,82,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,92,111,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,94,100,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,95,109,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,98,114,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,96,100,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,104,125,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,102,106,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,97,110,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,107,110,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,89,101,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,101,110,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,111,113,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,84,98,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,93,108,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,110,101,W,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,99,110,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,113,105,W,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,80,105,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,75,98,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,84,92,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,100,112,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,110,98,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,94,103,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,90,106,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,102,101,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,90,89,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,112,101,W,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,105,117,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,91,94,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,111,109,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,102,113,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,97,77,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,89,96,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,97,101,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,105,110,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,85,100,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,121,113,W,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,76,89,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,97,106,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,99,113,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,97,123,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,106,122,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,100,105,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,95,92,W,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,98,109,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,106,104,W,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,99,101,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,110,120,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,88,110,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,84,104,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,84,97,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,111,116,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,91,116,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,98,106,L,Away
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,88,100,L,Home
Jeff Adrien,2015.0,MIN,17.0,60.0,77.0,15.0,113,138,L,Home
Arron Afflalo,2015.0,DEN,53.0,771.0,180.0,101.0,89,79,W,Home
Arron Afflalo,2015.0,DEN,53.0,771.0,180.0,101.0,91,102,L,Away
Arron Afflalo,2015.0,DEN,53.0,771.0,180.0,101.0,105,110,L,Home
Arron Afflalo,2015.0,DEN,53.0,771.0,180.0,101.0,109,131,L,Away
Arron Afflalo,2015.0,DEN,53.0,771.0,180.0,101.0,101,110,L,Home
Arron Afflalo,2015.0,DEN,53.0,771.0,180.0,101.0,100,116,L,Away
Arron Afflalo,2015.0,DEN,53.0,771.0,180.0,101.0,113,130,L,Home
