Player,Year,Tm,G,PTS,TRB,AST,Team_PTS,Team_Opp_PTS,game_result,game_location
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,114,87,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,119,101,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,109,90,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,96,88,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,95,108,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,100,120,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,108,104,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,107,114,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,97,89,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,103,95,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,98,75,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,98,102,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,106,109,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,90,109,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,94,99,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,93,72,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,108,93,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,100,94,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,114,128,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,101,78,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,111,101,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,98,115,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,87,82,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,89,104,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,111,100,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,92,81,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,99,92,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,87,104,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,94,104,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,102,93,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,75,94,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,100,93,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,94,127,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,129,99,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,119,115,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,107,102,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,101,112,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,92,98,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,101,94,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,76,94,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,99,104,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,135,131,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,101,108,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,110,123,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,107,104,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,144,143,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,120,106,W,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,92,109,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,114,98,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,108,118,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,99,111,L,Away
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,128,130,L,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,121,109,W,Home
Monta Ellis,2015.0,DAL,80.0,1513.0,190.0,329.0,94,103,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,107,95,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,114,96,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,107,102,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,91,108,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,89,96,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,102,92,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,105,96,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,75,81,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,103,114,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,84,91,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,95,83,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,93,110,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,99,92,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,94,93,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,97,114,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,86,79,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,86,107,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,102,112,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,85,109,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,87,103,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,103,97,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,82,102,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,100,95,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,75,93,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,95,91,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,87,105,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,103,105,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,100,84,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,87,91,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,101,91,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,95,103,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,101,102,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,95,106,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,79,115,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,88,84,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,83,99,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,104,90,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,78,75,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,89,104,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,86,94,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,76,78,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,89,87,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,96,84,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,102,109,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,72,93,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,83,75,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,85,98,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,109,95,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,93,113,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,111,87,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,91,105,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,119,108,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,93,90,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,102,104,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,91,93,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,115,98,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,100,94,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,97,99,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,114,109,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,90,100,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,104,98,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,92,102,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,106,92,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,108,104,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,108,91,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,88,89,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,93,86,W,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,86,99,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,109,102,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,81,95,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,88,114,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,98,99,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,89,112,L,Away
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,105,100,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,78,89,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,104,107,L,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,100,93,W,Home
James Ennis,2015.0,MIA,62.0,312.0,176.0,48.0,105,101,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,119,99,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,94,89,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,91,118,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,112,106,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,91,102,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,112,114,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,107,95,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,112,104,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,95,103,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,107,120,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,118,114,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,88,86,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,122,96,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,106,83,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,100,104,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,120,112,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,97,122,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,90,93,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,116,99,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,118,106,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,95,100,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,120,121,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,97,103,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,103,105,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,88,112,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,94,96,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,111,106,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,99,90,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,104,92,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,124,115,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,115,106,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,116,107,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,106,110,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,134,137,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,112,96,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,125,109,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,102,96,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,113,111,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,110,122,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,107,100,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,110,99,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,115,100,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,118,113,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,111,113,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,100,120,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,106,98,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,99,93,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,87,106,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,101,102,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,87,108,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,100,93,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,83,85,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,118,127,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,109,111,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,107,112,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,110,115,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,110,96,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,117,113,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,74,101,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,98,115,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,105,100,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,108,100,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,79,89,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,80,98,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,106,97,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,87,96,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,102,89,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,74,72,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,117,102,W,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,98,92,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,99,108,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,81,87,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,97,109,L,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,86,109,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,106,107,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,87,85,W,Home
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,69,96,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,104,107,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,75,90,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,91,107,L,Away
Tyler Ennis,2015.0,PHO,8.0,22.0,7.0,14.0,101,112,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,93,104,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,102,120,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,118,91,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,101,107,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,102,100,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,82,105,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,97,96,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,86,97,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,97,100,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,93,111,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,98,81,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,88,101,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,94,106,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,95,97,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,82,97,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,96,112,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,101,103,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,104,123,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,93,98,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,92,101,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,100,96,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,95,100,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,84,93,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,111,119,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,105,87,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,101,94,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,86,104,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,97,91,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,88,71,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,97,101,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,100,94,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,92,98,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,101,89,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,101,105,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,97,77,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,94,99,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,105,116,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,94,85,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,69,89,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,92,106,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,101,99,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,108,73,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,90,99,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,89,94,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,110,100,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,102,103,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,90,100,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,93,100,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,102,90,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,82,87,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,92,76,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,90,81,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,104,82,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,82,75,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,93,82,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,84,85,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,89,83,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,95,88,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,87,82,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,109,91,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,88,85,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,94,66,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,84,88,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,80,73,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,91,106,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,104,106,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,89,92,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,91,107,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,94,89,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,104,84,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,98,84,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,85,87,L,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,101,95,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,103,91,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,88,89,L,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,111,105,W,Away
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,109,92,W,Home
Jeremy Evans,2015.0,UTA,38.0,90.0,71.0,13.0,91,117,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,77,95,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,103,94,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,98,92,W,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,110,105,W,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,131,109,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,114,112,W,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,93,101,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,98,106,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,110,111,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,94,91,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,100,106,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,103,88,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,113,101,W,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,99,89,W,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,89,102,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,104,112,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,85,97,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,109,117,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,102,101,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,96,105,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,101,92,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,95,98,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,109,113,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,90,95,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,92,104,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,107,108,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,108,101,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,108,128,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,106,115,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,135,129,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,99,107,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,84,106,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,110,107,W,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,95,114,L,Away
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,104,83,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,108,118,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,103,84,W,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,104,108,L,Home
Reggie Evans,2015.0,SAC,47.0,176.0,299.0,32.0,83,95,L,Home
